  Date_obs   Time_obs   Obs_type   Fea_type    NOAA   id    X_arc    Y_arc    r_arc theta_deg    b_deg    l_deg  lcm_deg  A_deg2   A_MSH          A_km2        P_Total         P_Mean          P_Min          P_Max          P_Std
2013-07-04   16:08:10  continuum      umbra   11785   23  -890.72   -340.2   953.48    -159.1    -9999    -9999    -9999    0.07    3.54    10753336.98     1128510.58       41796.69       38364.78       46999.12        2429.95
2013-07-04   16:08:10  continuum      umbra   11785   24   -891.1  -340.71   954.01   -159.08    -9999    -9999    -9999       0    0.19      591980.81        92157.8        46078.9       46055.54       46102.26          23.36
2013-07-04   16:08:10  continuum      umbra   11785   25  -881.12  -338.22   943.81      -159   -20.87   -37.57   -87.27    0.16    7.64    23233846.78      4583274.2       38514.91       28206.58        46989.1        5003.94
2013-07-04   16:08:10  continuum      umbra   11785   26  -889.23  -338.57    951.5   -159.16    -9999    -9999    -9999    0.24   11.54     35100957.1     3780287.32       38574.36       26524.38       47046.09        6245.49
2013-07-04   16:08:10  continuum      umbra   11785   27  -891.05  -340.59   953.93   -159.08    -9999    -9999    -9999    0.02    0.91     2769724.71      289677.62       41382.52       37746.56        46502.6        2812.99
2013-07-04   16:08:10  continuum      umbra   11785   28  -891.12   -340.7   954.03   -159.08    -9999    -9999    -9999       0    0.23       691392.3       91611.55       45805.77       45792.26       45819.29          13.52
2013-07-04   16:08:10  continuum      umbra   11785   29  -883.57   -338.5   946.19   -159.04    -9999    -9999    -9999    0.13     6.3    19150027.12     3296876.26       34342.46        23757.4       47106.13        6544.17
2013-07-04   16:08:10  continuum      umbra   11785   30  -890.55  -340.11   953.28    -159.1    -9999    -9999    -9999    0.06    2.82     8587457.87     1084110.43       41696.56       36176.28       46709.73        2942.29
2013-07-04   16:08:10  continuum      umbra   11785   31  -889.75   -340.3   952.61   -159.07    -9999    -9999    -9999    0.02    1.19     3627876.39      775383.48       43076.86       35660.95       47034.35        2586.82
2013-07-04   16:08:10  continuum      umbra   11785   32  -889.77  -339.19   952.23   -159.13    -9999    -9999    -9999    0.14       7    21289687.47      2452190.9       38923.67       29952.56       47027.09        4940.83
2013-07-04   16:08:10  continuum      umbra   11785   33  -890.92   -340.5   953.77   -159.08    -9999    -9999    -9999    0.02    1.07     3246392.44      436173.73       43617.37       40121.12       46699.54        2152.96
2013-07-04   16:08:10  continuum      umbra   11785   34  -890.88  -340.68    953.8   -159.07    -9999    -9999    -9999       0    0.19      564987.23      135453.91        45151.3        43791.8        46338.7        1046.86
2013-07-04   16:08:10  continuum      umbra   11785   35  -891.13   -340.7   954.04   -159.08    -9999    -9999    -9999       0    0.24      731029.61       92017.53       46008.77       44927.05       47090.49        1081.72
2013-07-04   16:08:10  continuum      umbra   11785   36  -890.54  -340.55   953.43   -159.07    -9999    -9999    -9999    0.01    0.53     1616242.93      358048.55       44756.07       42217.32       46895.53        1544.84
2013-07-04   16:08:10  continuum      umbra   11785   37  -890.33  -339.94   953.02    -159.1    -9999    -9999    -9999    0.06       3     9134888.71      1250660.1       41688.67       35005.31       47048.76         3609.5
2013-07-04   16:08:10  continuum      umbra   11785   38  -887.57  -339.47   950.27   -159.07    -9999    -9999    -9999    0.06    2.73     8299748.03     1578060.67       36699.09       26627.87       46086.54        6230.07
2013-07-04   16:08:10  continuum      umbra   11785   39     -891  -340.69   953.91   -159.07    -9999    -9999    -9999       0    0.13      391598.34       91098.78       45549.39       44084.65       47014.12        1464.73
2013-07-04   16:08:10  continuum      umbra   11785   40  -890.96  -340.41   953.77   -159.09    -9999    -9999    -9999    0.03    1.25     3815300.41      466738.61       42430.78       39333.66       46869.59        2384.28
2013-07-04   16:08:10  continuum      umbra   11785   41  -888.69  -339.78   951.43   -159.08    -9999    -9999    -9999    0.04       2     6077214.44      1244394.8       40141.77       32802.43        47102.9        4381.26
2013-07-04   16:08:10  continuum      umbra   11785   42  -890.85  -340.62   953.75   -159.08    -9999    -9999    -9999    0.01    0.26      790272.47      185924.37       46481.09       45440.55       46936.74         604.44
2013-07-04   16:08:10  continuum      umbra   11785   43  -890.68  -340.55   953.57   -159.08    -9999    -9999    -9999    0.01    0.39     1175545.34      271587.04       45264.51       43930.21       46159.25         776.92
2013-07-04   16:08:10  continuum      umbra   11785   44  -890.14  -340.32   952.98   -159.08    -9999    -9999    -9999    0.02    0.84     2555488.01      531773.38       40905.64       34376.54       46382.09        3500.83
2013-07-04   16:08:10  continuum      umbra   11785   45  -887.95  -339.28   950.56   -159.09    -9999    -9999    -9999    0.06    2.91     8856961.85     1609669.95       36583.41       25711.81       46999.54        6606.51
2013-07-04   16:08:10  continuum      umbra   11785   46  -891.01  -340.68   953.92   -159.08    -9999    -9999    -9999       0    0.13      400308.53       91666.48       45833.24       45745.71       45920.77          87.53
2013-07-04   16:08:10  continuum      umbra   11785   47  -890.31  -340.38   953.16   -159.08    -9999    -9999    -9999    0.01    0.71     2167812.36      475453.59       43223.05       38759.75       46268.26        2284.62
2013-07-04   16:08:10  continuum      umbra   11785   48     -891  -340.68   953.91   -159.08    -9999    -9999    -9999       0    0.13      383519.41       92342.57       46171.29       45977.82       46364.75         193.47
2013-07-04   16:08:10  continuum      umbra   11785   49  -887.98  -339.41   950.63   -159.08    -9999    -9999    -9999    0.05    2.47     7505833.15     1774579.19       45502.03       43266.55       47058.59        1037.34
2013-07-04   16:08:10  continuum      umbra   11785   50  -891.13  -340.68   954.03   -159.08    -9999    -9999    -9999       0    0.22      673165.59       93206.98       46603.49       46231.77       46975.21         371.72
2013-07-04   16:08:10  continuum      umbra   11785   51  -725.65  -258.79   770.41   -160.37   -13.88    -2.47   -52.16       6  290.71    884077505.5   166512761.25       35671.11        8128.72       55159.53       11657.49
2013-07-04   16:08:10  continuum      umbra   11785   52  -891.03  -340.68   953.94   -159.08    -9999    -9999    -9999       0    0.14      417460.06       93472.87       46736.44       46438.83       47034.05         297.61
2013-07-04   16:08:10  continuum      umbra   11785   53  -890.86  -340.61   953.75   -159.08    -9999    -9999    -9999    0.01    0.26      791284.28      173584.36       43396.09       40047.55       46158.78        2525.25
2013-07-04   16:08:10  continuum      umbra   11785   54  -890.99  -340.68    953.9   -159.08    -9999    -9999    -9999       0    0.13      381345.03       93560.41       46780.21       46502.93       47057.48         277.28
2013-07-04   16:08:10  continuum      umbra   11785   55  -890.39  -340.44   953.26   -159.08    -9999    -9999    -9999    0.01    0.56     1706343.26      416223.83       46247.09       45349.15        47078.6         589.65
2013-07-04   16:08:10  continuum      umbra   11785   56  -888.74  -339.75   951.47   -159.08    -9999    -9999    -9999    0.04    1.82      5541398.8     1301902.52       44893.19       42217.17       46958.07        1305.63
2013-07-04   16:08:10  continuum      umbra   11785   57  -890.48  -340.47   953.35   -159.08    -9999    -9999    -9999    0.01     0.5      1520514.5      370077.14       46259.64       45706.53       46629.81          317.7
2013-07-04   16:08:10  continuum      umbra   11785   58  -890.65  -340.47   953.51   -159.08    -9999    -9999    -9999    0.01    0.56     1691672.62      363547.23        45443.4       44593.06       46396.72         671.44
2013-07-04   16:08:10  continuum      umbra   11785   59  -890.99  -340.68    953.9   -159.08    -9999    -9999    -9999       0    0.12      379458.58       93973.35       46986.67        46910.9       47062.45          75.77
2013-07-04   16:08:10  continuum      umbra   11785   60  -890.83  -340.57   953.72   -159.08    -9999    -9999    -9999    0.01    0.34     1046105.41      230992.62       46198.52       45030.69       46979.45         887.05
2013-07-04   16:08:10  continuum      umbra   11785   61  -889.29  -339.75   951.98   -159.09    -9999    -9999    -9999    0.04    1.91     5805673.76     1121657.82       40059.21       32199.63       47090.57        4940.17
2013-07-04   16:08:10  continuum      umbra   11785   62  -886.96  -338.53   949.37   -159.11    -9999    -9999    -9999    0.09    4.18    12725358.41      2528370.8       40780.17        32440.3       46926.58        3910.05
2013-07-04   16:08:10  continuum      umbra   11785   63  -889.83  -339.99   952.57   -159.09    -9999    -9999    -9999    0.03    1.46     4446300.46      939689.77       44747.13       42120.65       46919.39        1409.59
2013-07-04   16:08:10  continuum      umbra   11785   64   -890.7   -340.5   953.57   -159.08    -9999    -9999    -9999    0.01    0.48     1466207.69      323049.14       46149.88       44635.96       47087.81          771.2
2013-07-04   16:08:10  continuum      umbra   11785   65   -890.6  -340.46   953.45   -159.08    -9999    -9999    -9999    0.01    0.53     1623913.19      371633.85       46454.23        45625.8        46972.1         462.33
2013-07-04   16:08:10  continuum      umbra   11785   66  -859.59  -320.82   917.51   -159.53   -18.98   -24.44   -74.14    0.81   39.16   119088287.09    24928821.29       43658.18       30885.76       47085.86        2752.73
2013-07-04   16:08:10  continuum      umbra   11785   67  -890.28  -340.22   953.07   -159.09    -9999    -9999    -9999    0.02    0.97     2958471.89      628650.75       44903.63       42840.12       46882.78        1273.75
2013-07-04   16:08:10  continuum      umbra   11785   68  -890.46  -340.37    953.3   -159.08    -9999    -9999    -9999    0.01    0.67     2028147.28      439820.69       43982.07        41126.6       46966.33           2091
2013-07-04   16:08:10  continuum      umbra   11785   69  -882.24  -334.92   943.68   -159.21   -20.64   -37.21   -86.91    0.22   10.85    32981534.84     6443410.89       41840.33       33085.94       47090.92        3786.88
2013-07-04   16:08:10  continuum      umbra   11785   70  -889.48  -339.71   952.15    -159.1    -9999    -9999    -9999    0.04    1.88     5712176.12      1224745.7       45360.95       42810.54       46827.49        1231.44
2013-07-04   16:08:10  continuum      umbra   11785   71  -890.57  -340.36    953.4   -159.08    -9999    -9999    -9999    0.01    0.71     2160752.03      460075.08       46007.51       44964.17       47016.94         750.71
2013-07-04   16:08:10  continuum      umbra   11785   72  -886.16  -337.77   948.35   -159.13    -9999    -9999    -9999    0.11    5.23    15905570.37      3067995.2       39844.09       26237.56       47084.54        5375.75
2013-07-04   16:08:10  continuum      umbra   11785   73  -889.53  -339.73   952.19    -159.1    -9999    -9999    -9999    0.04     1.8     5468022.08     1169937.13       44997.58       42154.75       47074.26        1483.44
2013-07-04   16:08:10  continuum      umbra   11785   74  -890.56  -340.43   953.41   -159.08    -9999    -9999    -9999    0.01    0.52     1568114.97      372859.38       46607.42       46254.96       47086.78          285.5
2013-07-04   16:08:10  continuum      umbra   11785   75  -890.72  -340.47   953.57   -159.08    -9999    -9999    -9999    0.01    0.48     1464878.44      323476.65       46210.95       45371.38       46912.59         551.19
2013-07-04   16:08:10  continuum      umbra   11785   76  -890.67  -340.47   953.53   -159.08    -9999    -9999    -9999    0.01    0.46     1413876.85       313180.6       44740.09       42253.68       47033.82        1769.99
2013-07-04   16:08:10  continuum      umbra   11785   77  -891.06  -340.67   953.96   -159.08    -9999    -9999    -9999       0    0.15      447515.88       93193.79        46596.9       46457.52       46736.27         139.38
2013-07-04   16:08:10  continuum      umbra   11785   78  -891.01  -340.67   953.92   -159.08    -9999    -9999    -9999       0    0.13      392209.37       93484.72       46742.36       46673.06       46811.67          69.31
2013-07-04   16:08:10  continuum      umbra   11785   79  -890.74  -340.42   953.57   -159.08    -9999    -9999    -9999    0.01    0.59     1791602.46      373932.38       46741.55       46341.55        47092.6         291.72
2013-07-04   16:08:10  continuum      umbra   11785   80  -890.34  -340.14    953.1   -159.09    -9999    -9999    -9999    0.02    1.09      3308232.5      697329.38       46488.63       45557.25       46994.16         428.25
2013-07-04   16:08:10  continuum      umbra   11785   81  -890.79  -340.51   953.65   -159.08    -9999    -9999    -9999    0.01    0.42     1264775.54      277536.67       46256.11       45274.78       46929.31         559.36
2013-07-04   16:08:10  continuum      umbra   11785   82   -889.2  -339.69   951.88   -159.09    -9999    -9999    -9999    0.03    1.67     5085316.52     1150314.52       44242.87       37844.72        47078.6        2484.06
2013-07-04   16:08:10  continuum      umbra   11785   83  -890.67  -340.42   953.51   -159.08    -9999    -9999    -9999    0.01    0.56     1696324.22       364318.2       45539.77        44120.7       46405.44         783.54
2013-07-04   16:08:10  continuum      umbra   11785   84  -889.11   -339.3   951.66   -159.11    -9999    -9999    -9999    0.05    2.47     7512917.34     1437380.28       41068.01       32430.14       46912.05        4151.18
2013-07-04   16:08:10  continuum      umbra   11785   85  -884.71  -335.67   946.25   -159.22    -9999    -9999    -9999    0.19    9.16    27864644.03     5239601.61       41916.81       27227.97       47066.98        4298.37
2013-07-04   16:08:10  continuum      umbra   11785   86  -889.36  -339.75   952.05   -159.09    -9999    -9999    -9999    0.03    1.54     4696302.46     1098960.57       45790.02       44403.07       46962.13         699.65
2013-07-04   16:08:10  continuum      umbra   11785   87  -890.52  -340.37   953.35   -159.08    -9999    -9999    -9999    0.01    0.59      1793158.7      390687.59       43409.73       38820.19       47007.81        2847.65
2013-07-04   16:08:10  continuum      umbra   11785   88  -891.01  -340.67   953.92   -159.08    -9999    -9999    -9999       0    0.13      389586.71       93105.36       46552.68       46390.78       46714.58          161.9
2013-07-04   16:08:10  continuum      umbra   11785   89  -890.33  -340.12   953.08   -159.09    -9999    -9999    -9999    0.02    1.08     3285869.69      682895.92       45526.39       44268.22       46649.21         800.03
2013-07-04   16:08:10  continuum      umbra   11785   90   -890.7  -340.37   953.52   -159.09    -9999    -9999    -9999    0.01    0.67     2036126.24      417963.72       46440.41       45433.01       46834.68         396.46
2013-07-04   16:08:10  continuum      umbra   11785   91  -887.55  -338.54   949.92   -159.12    -9999    -9999    -9999    0.07    3.42    10409752.38     2054867.91       39516.69        31093.7       46955.17        4011.18
2013-07-04   16:08:10  continuum      umbra   11785   92  -887.98  -338.96   950.48   -159.11    -9999    -9999    -9999    0.06    2.68     8151135.79     1913370.79       45556.45       43824.02       47102.28            919
2013-07-04   16:08:10  continuum      umbra   11785   93     -869   -321.8   926.67   -159.68    -19.2    -27.2   -76.89    0.72   34.74   105637760.93    15627613.41       32831.12        14001.9       47085.99        9645.87
2013-07-04   16:08:10  continuum      umbra   11785   94  -890.64  -340.36   953.47   -159.09    -9999    -9999    -9999    0.01    0.64     1943491.97      398662.43       44295.83       41527.37        46967.8        1991.81
2013-07-04   16:08:10  continuum      umbra   11785   95  -890.98  -340.62   953.87   -159.08    -9999    -9999    -9999       0    0.21       639554.8      134762.18       44920.73       43826.44       46413.97        1093.37
2013-07-04   16:08:10  continuum      umbra   11785   96   -890.7  -340.36   953.52   -159.09    -9999    -9999    -9999    0.01    0.67     2030786.18      409226.41        45469.6       44365.29       46867.79          679.2
2013-07-04   16:08:10  continuum      umbra   11785   97  -890.78  -340.45   953.62   -159.08    -9999    -9999    -9999    0.01     0.5     1534284.75      313570.03       44795.72       42599.34       46620.44        1424.98
2013-07-04   16:08:10  continuum      umbra   11785   98  -889.51  -339.49   952.09   -159.11    -9999    -9999    -9999    0.04    2.06     6259618.83     1135805.68       39165.71       31902.32       47045.93        4363.94
2013-07-04   16:08:10  continuum      umbra   11785   99  -890.41  -340.09   953.15    -159.1    -9999    -9999    -9999    0.02    1.12     3407647.82      670518.37       44701.22       41923.31       46873.95        1207.19
2013-07-04   16:08:10  continuum      umbra   11785  100  -891.03  -340.66   953.93   -159.08    -9999    -9999    -9999       0    0.13      409902.74        93774.6        46887.3       46874.68       46899.92          12.62
2013-07-04   16:08:10  continuum      umbra   11785  101  -890.34  -340.22   953.13   -159.09    -9999    -9999    -9999    0.02     0.8      2418609.7      528051.45       44004.29       40860.65       46908.71        1923.48
2013-07-04   16:08:10  continuum      umbra   11785  102     -891  -340.66    953.9   -159.08    -9999    -9999    -9999       0    0.12      379224.55       92686.61       46343.31       45922.46       46764.15         420.85
2013-07-04   16:08:10  continuum      umbra   11785  103  -890.98  -340.62   953.87   -159.08    -9999    -9999    -9999       0    0.21      630520.78      137444.36       45814.79       45222.02       46144.23         420.02
2013-07-04   16:08:10  continuum      umbra   11785  104  -891.01  -340.66   953.91   -159.08    -9999    -9999    -9999       0    0.13      383116.17       94082.29       47041.15       46999.15       47083.14             42
2013-07-04   16:08:10  continuum      umbra   11785  105  -891.05  -340.66   953.95   -159.08    -9999    -9999    -9999       0    0.14      431823.45       90150.04       45075.02       44076.34        46073.7         998.68
2013-07-04   16:08:10  continuum      umbra   11785  106   -887.7  -338.65    950.1   -159.12    -9999    -9999    -9999    0.06    3.02      9168915.1     1877913.69       39955.61       33430.67       46816.67        4176.84
2013-07-04   16:08:10  continuum      umbra   11785  107  -885.18  -337.29   947.26   -159.14    -9999    -9999    -9999     0.1    4.82    14659799.27     3300601.48       42864.95       35339.58       47030.44        3281.45
2013-07-04   16:08:10  continuum      umbra   11785  108  -890.67  -340.34   953.48   -159.09    -9999    -9999    -9999    0.01    0.65     1967688.37         403922       44880.22       42366.99       47067.96        1450.59
2013-07-04   16:08:10  continuum      umbra   11785  109  -876.54  -330.12   936.65   -159.36   -19.97    -31.2    -80.9    0.34   16.42    49923359.02     9799255.64       40326.15       26342.61       46985.47         5825.4
2013-07-04   16:08:10  continuum      umbra   11785  110  -889.45  -339.33   951.98   -159.12    -9999    -9999    -9999    0.05    2.21     6725811.46     1356611.63       43761.67       38314.94       46871.67        2240.83
2013-07-04   16:08:10  continuum      umbra   11785  111  -889.31   -339.7   951.98   -159.09    -9999    -9999    -9999    0.03    1.43     4345576.73      935700.74       40682.64       33955.05       46786.18        4104.24
2013-07-04   16:08:10  continuum      umbra   11785  112  -890.76  -340.38   953.58   -159.09    -9999    -9999    -9999    0.01    0.59     1803452.39      349032.06       43629.01       40802.08       46653.48        2166.81
2013-07-04   16:08:10  continuum      umbra   11785  113  -890.12  -339.86    952.8    -159.1    -9999    -9999    -9999    0.03    1.36     4133313.95      820362.19       43176.96       39478.85       46158.01        1961.36
2013-07-04   16:08:10  continuum      umbra   11785  114  -890.66  -340.27   953.45   -159.09    -9999    -9999    -9999    0.02    0.74     2248941.41      464177.23       46417.72       45749.77       47072.67         350.08
2013-07-04   16:08:10  continuum      umbra   11785  115  -890.64  -340.46    953.5   -159.08    -9999    -9999    -9999    0.01    0.36      1101124.5      276185.15       46030.86       44457.03       46676.12         747.99
2013-07-04   16:08:10  continuum      umbra   11785  116  -889.41   -339.5   952.01   -159.11    -9999    -9999    -9999    0.04    1.72     5219630.24     1084996.68       41730.64       35068.84          46968         3623.4
2013-07-04   16:08:10  continuum      umbra   11785  117  -889.75  -339.69   952.39    -159.1    -9999    -9999    -9999    0.03    1.48     4491902.41      956042.29       43456.47       38114.34       47100.59        2955.39
2013-07-04   16:08:10  continuum      umbra   11785  118  -890.84  -340.41   953.66   -159.09    -9999    -9999    -9999    0.01    0.53     1619183.66         324514       46359.14       45407.61       47031.44         649.09
2013-07-04   16:08:10  continuum      umbra   11785  119  -890.89  -340.51   953.75   -159.08    -9999    -9999    -9999    0.01    0.36     1086432.61      229466.75       45893.35        44142.6       46848.24         1007.4
2013-07-04   16:08:10  continuum      umbra   11785  120  -890.69  -340.45   953.54   -159.08    -9999    -9999    -9999    0.01    0.37     1139861.75      269923.26       44987.21       43814.06       46722.21         915.16
2013-07-04   16:08:10  continuum      umbra   11785  121  -891.06  -340.65   953.95   -159.08    -9999    -9999    -9999       0    0.14      435055.46       92218.67       46109.33       45609.89       46608.78         499.45
2013-07-04   16:08:10  continuum      umbra   11785  122  -885.79  -336.42   947.52    -159.2    -9999    -9999    -9999    0.12    5.86     17817325.8     3397967.54        39057.1        29874.5       47070.95        4506.57
2013-07-04   16:08:10  continuum      umbra   11785  123  -888.92  -339.04   951.38   -159.12    -9999    -9999    -9999    0.05    2.25     6836534.59     1341209.15       39447.33       33573.39       46759.69        4099.16
2013-07-04   16:08:10  continuum      umbra   11785  124  -890.33  -340.14   953.09   -159.09    -9999    -9999    -9999    0.02    0.78     2373894.93      515574.18       42964.52       38500.94       47079.18        3017.73
2013-07-04   16:08:10  continuum      umbra   11785  125  -890.95   -340.6   953.84   -159.08    -9999    -9999    -9999       0    0.19      591340.01      137171.85       45723.95       45048.35       46587.97         642.51
2013-07-04   16:08:10  continuum      umbra   11785  126  -890.95   -340.6   953.84   -159.08    -9999    -9999    -9999       0    0.19       589974.4      136980.66       45660.22          44553       46999.52        1012.18
2013-07-04   16:08:10  continuum      umbra   11785  127  -890.33  -340.19   953.11   -159.09    -9999    -9999    -9999    0.01    0.69        2109008       505296.3       45936.03       45475.05       46386.97         314.28
2013-07-04   16:08:10  continuum      umbra   11785  128   -890.6  -340.34   953.42   -159.09    -9999    -9999    -9999    0.01    0.52      1573634.7      347074.65       43384.33       39600.22       46407.93        1921.88
2013-07-04   16:08:10  continuum      umbra   11785  129  -890.87  -340.54   953.74   -159.08    -9999    -9999    -9999    0.01    0.25      773239.52      180301.74       45075.43       44483.85       45644.02         479.24
2013-07-04   16:08:10  continuum      umbra   11785  130  -890.59  -340.33    953.4   -159.09    -9999    -9999    -9999    0.01    0.51     1558474.71         346971       43371.38       39186.02       46696.13        2187.99
2013-07-04   16:08:10  continuum      umbra   11785  131  -891.01  -340.64   953.91   -159.08    -9999    -9999    -9999       0    0.13      383748.84       92851.94       46425.97       46036.79       46815.15         389.18
2013-07-04   16:08:10  continuum   penumbra   11785    1  -885.77  -340.26   948.87   -158.99    -9999    -9999    -9999    0.06    3.05      9283932.8      1784165.7       35683.31       24944.47       47099.06        6758.55
2013-07-04   16:08:10  continuum   penumbra   11785    2  -887.63  -340.39   950.66   -159.02    -9999    -9999    -9999    0.04    2.02     6136849.87     1383631.52       41928.23       35500.85       45656.85        2661.46
2013-07-04   16:08:10  continuum   penumbra   11785    3  -886.29  -340.21   949.35      -159    -9999    -9999    -9999    0.06    3.08     9358182.17     1887203.28       38514.35       29753.77       46817.77        5129.14
2013-07-04   16:08:10  continuum   penumbra   11785    4  -890.51  -340.68   953.45   -159.06    -9999    -9999    -9999    0.01    0.37     1111817.54      268332.46       44722.08       43579.71       46980.77        1120.62
2013-07-04   16:08:10  continuum   penumbra   11785    5  -890.26  -340.63   953.21   -159.06    -9999    -9999    -9999    0.01    0.66     1993903.94      419334.28       41933.43       35368.18       46396.29        3495.17
2013-07-04   16:08:10  continuum   penumbra   11785    6  -889.47  -340.55   952.43   -159.05    -9999    -9999    -9999    0.02    0.98      2978018.2      660105.06       41256.57       37367.91        46968.6        2755.19
2013-07-04   16:08:10  continuum   penumbra   11785    7  -885.21  -339.92   948.23   -158.99    -9999    -9999    -9999    0.09    4.28    13002139.93     2640213.64       40003.24        28979.4       46980.75        4925.12
2013-07-04   16:08:10  continuum   penumbra   11785    8  -890.77   -340.7    953.7   -159.07    -9999    -9999    -9999    0.01    0.25      763448.94       183418.9       45854.72       44444.01       46775.55         893.75
2013-07-04   16:08:10  continuum   penumbra   11785    9  -890.68  -340.68   953.61   -159.07    -9999    -9999    -9999    0.01    0.32       961538.7      223198.85       44639.77       41381.45       46473.21        2021.32
2013-07-04   16:08:10  continuum   penumbra   11785   10  -890.77   -340.4   953.59   -159.09    -9999    -9999    -9999    0.06    3.11     9463572.91     1053276.64       45794.64       44220.74       46994.15         752.78
2013-07-04   16:08:10  continuum   penumbra   11785   11  -891.12  -340.72   954.04   -159.08    -9999    -9999    -9999    0.01    0.25      758267.71       93951.37       46975.68       46932.47       47018.89          43.21
2013-07-04   16:08:10  continuum   penumbra   11785   12  -890.84  -340.61   953.74   -159.08    -9999    -9999    -9999    0.02    0.87     2644160.48      415081.15       46120.13       45180.75       47038.82         582.62
2013-07-04   16:08:10  continuum   penumbra   11785   13  -888.28  -339.37    950.9   -159.09    -9999    -9999    -9999    0.17    8.29     25206327.2     3258265.57       38332.54       26581.69       46948.49        5772.99
2013-07-04   16:08:10  continuum   penumbra   11785   14  -889.68  -339.18   952.14   -159.13    -9999    -9999    -9999    0.24   11.76     35770078.8      3621558.8       40691.67        31299.1       47042.39        4075.22
2013-07-04   16:08:10  continuum   penumbra   11785   15  -891.12  -340.72   954.04   -159.08    -9999    -9999    -9999    0.01    0.25      763633.06       91493.43       45746.71       45083.07       46410.35         663.64
2013-07-04   16:08:10  continuum   penumbra   11785   16   -890.5  -340.34   953.32   -159.08    -9999    -9999    -9999    0.05     2.4     7307903.98     1003335.52       43623.28       37638.43       47055.16        2512.22
2013-07-04   16:08:10  continuum   penumbra   11785   17  -890.06  -340.16   952.84   -159.08    -9999    -9999    -9999    0.07    3.22     9805370.24     1424740.75       43173.96       39360.67       46917.54        2318.37
2013-07-04   16:08:10  continuum   penumbra   11785   18  -890.81  -340.53   953.67   -159.08    -9999    -9999    -9999    0.03    1.23     3751386.78      525618.88       43801.57       40201.67       46812.37        2054.89
2013-07-04   16:08:10  continuum   penumbra   11785   19  -887.69  -338.74   950.12   -159.11    -9999    -9999    -9999    0.21   10.13    30801322.15     3884256.65       36992.92       24020.94       47096.04        6579.27
2013-07-04   16:08:10  continuum   penumbra   11785   20  -890.83  -340.54    953.7   -159.08    -9999    -9999    -9999    0.02    1.12     3400300.82      467765.79       42524.16       38919.58       46473.42        2827.11
2013-07-04   16:08:10  continuum   penumbra   11785   21  -889.94  -339.92   952.65    -159.1    -9999    -9999    -9999    0.09    4.31    13106510.02     1896438.65        45153.3       42125.74       46946.95        1386.64
2013-07-04   16:08:10  continuum   penumbra   11785   22  -890.01  -339.99   952.74   -159.09    -9999    -9999    -9999    0.08    3.83    11637514.99     1454266.83       38270.18        27160.5       47025.33        5913.26
2013-07-04   16:08:10  continuum   penumbra   11785   23  -890.72   -340.2   953.48    -159.1    -9999    -9999    -9999    0.07    3.54    10753336.98     1128510.58       41796.69       38364.78       46999.12        2429.95
2013-07-04   16:08:10  continuum   penumbra   11785   24   -891.1  -340.71   954.01   -159.08    -9999    -9999    -9999       0    0.19      591980.81        92157.8        46078.9       46055.54       46102.26          23.36
2013-07-04   16:08:10  continuum   penumbra   11785   25  -881.12  -338.22   943.81      -159   -20.87   -37.57   -87.27    0.16    7.64    23233846.78      4583274.2       38514.91       28206.58        46989.1        5003.94
2013-07-04   16:08:10  continuum   penumbra   11785   26  -889.23  -338.57    951.5   -159.16    -9999    -9999    -9999    0.24   11.54     35100957.1     3780287.32       38574.36       26524.38       47046.09        6245.49
2013-07-04   16:08:10  continuum   penumbra   11785   27  -891.05  -340.59   953.93   -159.08    -9999    -9999    -9999    0.02    0.91     2769724.71      289677.62       41382.52       37746.56        46502.6        2812.99
2013-07-04   16:08:10  continuum   penumbra   11785   28  -891.12   -340.7   954.03   -159.08    -9999    -9999    -9999       0    0.23       691392.3       91611.55       45805.77       45792.26       45819.29          13.52
2013-07-04   16:08:10  continuum   penumbra   11785   29  -883.57   -338.5   946.19   -159.04    -9999    -9999    -9999    0.13     6.3    19150027.12     3296876.26       34342.46        23757.4       47106.13        6544.17
2013-07-04   16:08:10  continuum   penumbra   11785   30  -890.55  -340.11   953.28    -159.1    -9999    -9999    -9999    0.06    2.82     8587457.87     1084110.43       41696.56       36176.28       46709.73        2942.29
2013-07-04   16:08:10  continuum   penumbra   11785   31  -889.75   -340.3   952.61   -159.07    -9999    -9999    -9999    0.02    1.19     3627876.39      775383.48       43076.86       35660.95       47034.35        2586.82
2013-07-04   16:08:10  continuum   penumbra   11785   32  -889.77  -339.19   952.23   -159.13    -9999    -9999    -9999    0.14       7    21289687.47      2452190.9       38923.67       29952.56       47027.09        4940.83
2013-07-04   16:08:10  continuum   penumbra   11785   33  -890.92   -340.5   953.77   -159.08    -9999    -9999    -9999    0.02    1.07     3246392.44      436173.73       43617.37       40121.12       46699.54        2152.96
2013-07-04   16:08:10  continuum   penumbra   11785   34  -890.88  -340.68    953.8   -159.07    -9999    -9999    -9999       0    0.19      564987.23      135453.91        45151.3        43791.8        46338.7        1046.86
2013-07-04   16:08:10  continuum   penumbra   11785   35  -891.13   -340.7   954.04   -159.08    -9999    -9999    -9999       0    0.24      731029.61       92017.53       46008.77       44927.05       47090.49        1081.72
2013-07-04   16:08:10  continuum   penumbra   11785   36  -890.54  -340.55   953.43   -159.07    -9999    -9999    -9999    0.01    0.53     1616242.93      358048.55       44756.07       42217.32       46895.53        1544.84
